time,ax,ay,az,atotal
1.09273386,-0.23,-0.02,-0.59,0.63
1.10331583,-0.52,-0.01,-0.92,1.05
1.113638878,-0.89,0.31,-0.66,1.15
1.127263784,-1.06,0.23,-0.3,1.12
1.148769855,-1.06,0.15,0.37,1.13
1.150431871,-1.04,0.25,1.1,1.53
1.152639866,-1.05,0.32,1.54,1.89
1.162584782,-1.07,0.15,1.14,1.57
1.173316956,-1.16,-0.07,0.76,1.38
1.183417797,-1.01,-0.29,0.62,1.22
1.193677902,-0.85,-0.48,0.48,1.08
1.203633785,-0.63,-0.25,0.56,0.87
1.213935852,-0.36,0.27,0.51,0.68
1.228642941,-0.45,0.57,0.55,0.91
1.254304886,-0.74,0.75,0.53,1.17
1.256180763,-0.93,0.84,0.44,1.32
1.256834984,-1.07,0.76,0.32,1.35
1.263179779,-1.19,0.61,0.27,1.36
1.273384809,-1.13,0.59,0.07,1.27
1.283480644,-1.07,0.6,-0.19,1.24
1.293831825,-1.05,0.64,-0.36,1.28
1.304308891,-1.01,0.61,-0.49,1.27
1.314424992,-1.05,0.51,-0.57,1.29
1.328705788,-1.12,0.43,-0.56,1.32
1.352058887,-1.09,0.47,-0.49,1.28
1.353652954,-1.1,0.58,-0.51,1.34
1.354328871,-1.01,0.63,-0.59,1.32
1.363529682,-0.94,0.7,-0.56,1.29
1.374020815,-0.92,0.76,-0.53,1.3
1.383980751,-0.97,0.7,-0.58,1.32
1.394194841,-0.9,0.69,-0.68,1.32
1.404890776,-0.92,0.72,-0.63,1.32
1.414801836,-1.05,0.66,-0.57,1.36
1.429107666,-1.1,0.57,-0.53,1.34
1.451946735,-1.02,0.58,-0.52,1.28
1.453523874,-0.91,0.67,-0.48,1.22
1.454184771,-0.75,0.81,-0.35,1.15
1.46428299,-0.57,0.93,-0.14,1.09
1.474443913,-0.44,0.91,-0.04,1.01
1.48452878,-0.43,0.85,-0.05,0.95
1.494720936,-0.47,0.88,-0.1,1
1.50556469,-0.58,0.95,-0.21,1.13
1.515006781,-0.57,0.95,-0.19,1.12
1.529436827,-0.45,0.88,0.06,0.99
1.552686691,-0.38,0.77,0.32,0.91
1.554232836,-0.33,0.76,0.42,0.92
1.554886818,-0.14,0.9,0.54,1.05
1.564606667,0.05,0.99,0.6,1.15
1.574935913,0.07,0.88,0.45,0.99
1.585003853,-0.1,0.81,0.19,0.83
1.595280647,-0.41,0.84,-0.03,0.93
1.606051922,-0.69,0.89,-0.04,1.12
1.615910769,-0.69,1.04,0.26,1.27
1.630443811,-0.49,1.17,0.63,1.41
1.651177883,-0.24,1.18,0.63,1.35
1.652634859,-0.09,1.18,0.38,1.24
1.654929876,0.04,1.24,0.13,1.24
1.66512084,0.11,1.33,-0.03,1.33
1.675485849,0.08,1.23,-0.04,1.23
1.685481787,0.1,1.17,0.09,1.17
1.695694923,0.22,1.12,0.41,1.21
1.706314802,0.36,0.88,0.63,1.14
1.716100693,0.44,0.55,0.64,0.95
1.730374813,0.39,0.3,0.66,0.82
1.754034996,0.28,0.21,0.98,1.04
1.755581856,0.17,0.04,1.28,1.29
1.75622797,0.24,-0.31,1.15,1.21
1.770392895,0.29,-0.48,0.89,1.05
1.775585651,0.26,-0.55,0.6,0.85
1.785763741,0.35,-0.54,0.36,0.73
1.796013832,0.48,-0.57,0.17,0.76
1.806265831,0.61,-0.67,0,0.9
1.81886673,0.7,-0.72,-0.27,1.03
1.830731869,0.74,-0.7,-0.56,1.16
1.852319717,0.73,-0.66,-0.87,1.31
1.85387373,0.67,-0.63,-1.12,1.44
1.855815887,0.68,-0.57,-1.24,1.52
1.870153904,0.68,-0.57,-1.26,1.54
1.876017809,0.71,-0.62,-1.2,1.52
1.886241913,0.75,-0.67,-1.08,1.47
1.896613836,0.83,-0.71,-0.98,1.46
1.906775951,0.94,-0.75,-0.88,1.49
1.918682814,1.04,-0.8,-0.86,1.56
1.930875778,1.11,-0.82,-0.86,1.62
1.951531887,1.27,-0.83,-0.72,1.67
1.953098774,1.47,-0.81,-0.41,1.72
1.956139803,1.49,-0.86,0.05,1.72
1.971060753,1.31,-1.02,0.6,1.76
1.97653985,1.01,-1.27,0.98,1.89
1.98712492,0.77,-1.4,1.11,1.94
1.996857882,0.61,-1.35,0.96,1.76
2.007823944,0.41,-1.26,0.6,1.45
2.018824816,0.3,-1.14,0.15,1.18
2.031568766,0.34,-1.01,-0.24,1.09
2.04933691,0.56,-0.93,-0.44,1.17
2.05094099,0.79,-0.88,-0.6,1.32
2.056640863,0.84,-0.8,-0.69,1.34
2.069737911,0.7,-0.68,-0.65,1.17
2.077024937,0.54,-0.57,-0.53,0.94
2.087132931,0.49,-0.44,-0.38,0.76
2.09649086,0.69,-0.29,-0.32,0.81
2.106785774,0.89,-0.22,-0.43,1.01
2.11676693,1.08,-0.2,-0.71,1.3
2.127899647,1.25,-0.16,-0.95,1.57
2.14422369,1.34,-0.14,-1.06,1.71
2.1467309,1.38,-0.11,-0.83,1.61
2.156889915,1.45,-0.1,-0.32,1.48
2.166942835,1.4,-0.13,0.18,1.41
2.176914692,1.32,-0.16,0.49,1.41
2.18698287,1.25,-0.13,0.56,1.37
2.196809769,1.19,-0.14,0.45,1.27
2.207175732,1.11,-0.15,0.22,1.14
2.217390776,1.15,-0.11,0.01,1.15
2.228107929,1.32,-0.09,-0.13,1.32
2.246643782,1.38,-0.08,-0.23,1.4
2.247197866,1.37,-0.05,-0.22,1.38
2.257422924,1.26,0.02,-0.2,1.27
2.267573833,1.18,0.17,-0.3,1.22
2.27726078,1.13,0.34,-0.49,1.27
2.287496805,1.18,0.45,-0.73,1.45
2.297221661,1.3,0.45,-1.03,1.71
2.307561874,1.37,0.39,-1.19,1.85
2.317496777,1.33,0.26,-1.19,1.8
2.328578949,1.22,0.13,-1.02,1.59
2.345815659,1.06,0.06,-0.74,1.29
2.347558975,0.86,-0.05,-0.51,1
2.358200788,0.66,-0.09,-0.39,0.77
2.368053913,0.46,-0.1,-0.4,0.61
2.377970695,0.37,-0.06,-0.51,0.63
2.38791275,0.47,0.02,-0.59,0.75
2.397999763,0.7,0.13,-0.47,0.85
2.408004761,0.88,0.09,-0.38,0.96
2.417905807,0.77,0.07,-0.38,0.86
2.429088831,0.5,0.18,-0.22,0.57
2.446053982,0.21,0.29,-0.05,0.36
2.448066711,-0.02,0.38,0.02,0.38
2.458245754,-0.16,0.48,-0.21,0.54
2.468293667,-0.18,0.63,-0.49,0.81
2.478298664,-0.07,0.83,-0.56,1
2.488356829,0.18,0.97,-0.3,1.03
2.498179913,0.61,0.96,0.17,1.15
2.508423805,1,0.75,0.55,1.36
2.518467903,1.16,0.54,0.77,1.49
2.529733658,1.07,0.44,0.91,1.47
2.544895649,0.75,0.43,1.02,1.33
2.548555851,0.43,0.46,1.25,1.39
2.558648825,0.2,0.37,1.46,1.51
2.568689823,0.02,0.15,1.44,1.44
2.578578949,-0.12,0.07,1.23,1.23
2.588767767,-0.27,0.14,0.97,1.01
2.599546909,-0.38,0.26,0.8,0.92
2.608805656,-0.4,0.4,0.82,0.99
2.619116783,-0.29,0.61,0.98,1.19
2.62979269,-0.18,0.83,1.05,1.35
2.644175768,-0.06,1.02,0.96,1.4
2.649624825,0.01,1.16,0.86,1.44
2.659063816,0,1.24,0.9,1.53
2.669143677,0.11,1.26,1.17,1.72
2.679015875,0.28,1.25,1.39,1.89
2.689225674,0.39,1.15,1.37,1.83
2.69954586,0.35,0.94,1.19,1.55
2.709542751,0.14,0.7,0.97,1.2
2.719348907,-0.17,0.41,0.78,0.89
2.730315685,-0.51,0.1,0.77,0.92
2.744783878,-0.8,-0.16,0.76,1.11
2.749559879,-0.87,-0.42,0.63,1.15
2.759469986,-0.77,-0.67,0.37,1.08
2.769524813,-0.61,-0.83,0.05,1.03
2.779486656,-0.44,-0.86,-0.23,0.99
2.789718866,-0.32,-0.8,-0.37,0.93
2.799688816,-0.13,-0.85,-0.41,0.95
2.809691906,0.04,-0.97,-0.55,1.11
2.819798946,0.16,-1.03,-0.77,1.29
2.83075285,0.12,-1.12,-0.91,1.44
2.844858646,-0.06,-1.19,-0.89,1.48
2.850118876,-0.32,-1.19,-0.79,1.46
2.859945774,-0.44,-1.22,-0.73,1.48
2.870068789,-0.5,-1.31,-0.76,1.59
2.880012989,-0.6,-1.33,-0.89,1.7
2.890071869,-0.8,-1.24,-1.05,1.81
2.900120735,-1.02,-1.09,-1.12,1.86
2.910073757,-1.2,-0.9,-0.99,1.79
2.920304775,-1.2,-0.65,-0.58,1.48
2.931129932,-1.11,-0.6,0.12,1.26
2.945132732,-0.96,-0.83,0.52,1.37
2.95041275,-0.85,-0.82,0.57,1.31
2.960297823,-0.84,-0.59,0.4,1.1
2.970539808,-0.93,-0.32,0.18,0.99
2.980466843,-0.91,-0.16,-0.08,0.92
2.99060297,-0.76,-0.02,-0.26,0.8
3.00056386,-0.59,0.04,-0.31,0.66
3.010493755,-0.38,0.1,-0.16,0.42
3.020628929,-0.17,0.03,0.04,0.17
3.0315938,-0.05,-0.12,0.22,0.25
3.044811726,0.03,-0.22,0.41,0.46
3.050837994,0.07,-0.33,0.51,0.61
3.06068778,0.04,-0.43,0.49,0.65
3.070946693,-0.07,-0.49,0.4,0.63
3.080665827,-0.24,-0.61,0.33,0.73
3.091022968,-0.47,-0.75,0.3,0.93
3.100926876,-0.69,-0.85,0.26,1.12
3.110885859,-0.79,-0.82,0.16,1.14
3.121062756,-0.86,-0.74,0.14,1.14
3.132091999,-0.85,-0.64,0.19,1.08
3.145680904,-0.84,-0.56,0.15,1.02
3.151317835,-0.73,-0.45,-0.04,0.85
3.161098957,-0.52,-0.25,-0.24,0.62
3.171476841,-0.31,-0.05,-0.37,0.48
3.181486845,-0.11,0.02,-0.51,0.52
3.191642761,-0.02,0.11,-0.62,0.63
3.201521873,0.02,0.23,-0.54,0.58
3.211652756,0.15,0.33,-0.23,0.42
3.221599817,0.25,0.22,-0.03,0.33
3.247367859,0.17,0.1,0.04,0.2
3.24792099,0.03,0.2,0.11,0.23
3.251833916,-0.09,0.3,0.17,0.35
3.261898994,-0.14,0.3,0.18,0.37
3.271941662,-0.04,0.33,0.13,0.35
3.281962872,0.11,0.37,0.04,0.38
3.292204857,0.29,0.39,-0.02,0.48
3.302050829,0.51,0.34,-0.05,0.61
3.312165737,0.66,0.28,-0.07,0.72
3.322118759,0.66,0.3,-0.06,0.72
3.347762823,0.55,0.38,0,0.66
3.348378658,0.44,0.51,0.23,0.71
3.352215767,0.41,0.52,0.4,0.77
3.362379789,0.37,0.42,0.37,0.67
3.372384787,0.35,0.4,0.24,0.58
3.38327384,0.34,0.5,0.18,0.63
3.392534733,0.35,0.53,0.29,0.69
3.402606964,0.38,0.52,0.5,0.81
3.412460804,0.38,0.51,0.6,0.87
3.422511816,0.35,0.51,0.6,0.86
3.434889793,0.26,0.56,0.54,0.82
3.442726851,0.14,0.66,0.49,0.83
3.463406801,0.08,0.77,0.44,0.89
3.463911772,0.08,0.81,0.33,0.87
3.472757816,0.12,0.8,0.22,0.83
3.483098984,0.16,0.8,0.16,0.83
3.492823839,0.23,0.8,0.18,0.85
3.502834797,0.29,0.78,0.3,0.88
3.513087749,0.32,0.76,0.49,0.95
3.52330184,0.33,0.73,0.73,1.08
3.539798737,0.46,0.76,0.94,1.29
3.543835878,0.61,0.72,1.03,1.39
3.570573807,0.78,0.7,0.93,1.4
3.572236776,0.92,0.81,0.79,1.45
3.57322979,0.97,0.9,0.57,1.44
3.586164951,0.99,0.87,0.4,1.37
3.593379974,0.97,0.73,0.32,1.25
3.603738785,1,0.58,0.34,1.2
3.613905907,0.99,0.47,0.4,1.16
3.624264717,1,0.27,0.42,1.11
3.638383865,1.01,-0.02,0.33,1.06
3.644245863,0.99,-0.2,0.26,1.04
3.668668747,1,-0.37,0.29,1.1
3.669995785,1.06,-0.61,0.36,1.27
3.673680782,1.12,-0.89,0.4,1.48
3.68661499,1.14,-1.15,0.4,1.66
3.694025993,1.12,-1.32,0.31,1.75
3.704442978,1.08,-1.45,0.17,1.81
3.71426177,1.08,-1.49,0.07,1.84
3.724801779,1.19,-1.46,0.29,1.9
3.73930788,1.3,-1.57,0.48,2.09
3.744540691,1.42,-1.61,0.67,2.24
3.767947674,1.46,-1.7,0.76,2.36
3.769489765,1.42,-1.81,0.51,2.35
3.774124861,1.38,-1.74,0.1,2.22
3.786059856,1.27,-1.57,-0.24,2.03
3.79457283,1.24,-1.44,-0.43,1.94
3.804552794,1.33,-1.41,-0.38,1.97
3.814897776,1.49,-1.47,-0.18,2.1
3.825078964,1.66,-1.63,0.08,2.32
3.838942766,1.79,-1.83,0.14,2.56
3.845067978,1.96,-1.89,0.13,2.72
3.867635727,2.05,-1.98,-0.05,2.85
3.869211674,1.86,-1.83,-0.23,2.61
3.874568939,2.18,-1.58,-0.1,2.69
3.886248827,2.82,-1.52,0.07,3.2
3.894839764,3.19,-1.76,0.21,3.64
3.905617714,3.02,-1.99,0.21,3.62
3.915494919,2.49,-2.13,0.18,3.28
3.925729752,2.21,-2.38,0.26,3.25
3.940271854,1.93,-2.42,0.47,3.13
3.94565177,1.58,-2.13,0.69,2.74
3.965949774,1.42,-1.83,0.72,2.42
3.967569828,1.36,-1.52,0.63,2.13
3.974983692,1.26,-1.45,0.34,1.95
3.986761808,1.29,-1.41,0.1,1.91
3.997120857,1.3,-1.24,0.01,1.79
4.005992889,1.67,-1.34,0.08,2.14
4.011740685,1.67,-1.27,0.02,2.09
4.021988869,1.66,-1.14,0.26,2.03
4.05177784,1.4,-0.9,0.49,1.73
4.053304672,1.05,-0.72,0.62,1.41
4.054027796,0.89,-0.49,0.88,1.34
4.061562777,0.81,-0.39,1.17,1.47
4.071801662,0.9,-0.41,1.26,1.6
4.082324982,0.98,-0.49,1.29,1.69
4.091981888,1.14,-0.49,1.44,1.9
4.101734877,1.57,-0.53,1.62,2.31
4.111745834,1.96,-0.57,2.06,2.9
4.121833801,2.15,-0.71,2.36,3.27
4.149095774,2.19,-0.9,2.36,3.34
4.151199818,2.23,-0.98,2.18,3.26
4.152053833,1.93,-1.18,1.99,3.01
4.162291765,1.69,-1.29,1.89,2.84
4.172298908,1.6,-1.29,2.08,2.92
4.18284893,1.54,-1.16,2.37,3.05
4.19285965,1.4,-1.1,2.49,3.06
4.203252792,1.31,-1.2,2.49,3.05
4.213443756,1.13,-1.41,2.21,2.85
4.223423958,0.96,-1.47,1.71,2.45
4.255029678,0.88,-1.45,1.11,2.02
4.256637812,0.94,-1.56,0.65,1.93
4.257312775,0.9,-1.66,0.71,2.01
4.262712955,0.91,-1.51,1.43,2.27
4.27281785,0.76,-1.56,2.12,2.73
4.282847881,0.43,-1.87,2.31,3
4.292967796,0,-2.01,2.42,3.14
4.303514957,-0.32,-1.85,2.45,3.08
4.31394887,-0.07,-1.58,2.56,3
4.323600769,0.64,-1.63,2.59,3.12
4.340710878,1.32,-1.88,2.19,3.17
4.343253851,1.41,-2.03,1.44,2.86
4.367092848,1.07,-1.98,0.78,2.38
4.368562698,0.52,-1.85,0.66,2.03
4.372895718,0.19,-1.73,0.93,1.97
4.386982918,0.1,-1.83,1.24,2.21
4.393215656,-0.04,-2.1,1.76,2.74
4.403349876,-0.2,-2.42,2.13,3.23
4.413649797,-0.16,-2.62,2.28,3.47
4.424368858,-0.24,-2.78,2.25,3.58
4.440146923,-0.49,-2.48,1.61,2.99
4.443892956,-0.89,-2.06,0.72,2.35
4.469526768,-1.67,-1.56,0.25,2.29
4.470215797,-2.15,-1.23,0,2.47
4.473374844,-2.13,-1.62,-0.29,2.69
4.483647823,-1.82,-2.26,-0.67,2.97
4.493761778,-1.27,-2.57,-1.13,3.08
4.503775835,-0.63,-2.79,-1.46,3.21
4.514283657,-0.1,-2.7,-1.67,3.17
4.524343967,0.11,-2.39,-1.89,3.04
4.540246964,0.11,-2.03,-1.97,2.83
4.544214725,0.08,-1.54,-1.7,2.29
4.566331863,0.07,-0.97,-1.22,1.56
4.567654848,0.06,-0.55,-0.92,1.07
4.573713779,0.01,-0.45,-0.61,0.75
4.586929798,-0.15,-0.43,-0.18,0.48
4.594071865,-0.32,-0.49,0.22,0.62
4.604249954,-0.25,-0.55,0.3,0.67
4.614808798,-0.23,-0.5,0.1,0.55
4.624727726,-0.31,-0.33,-0.07,0.45
4.639892817,-0.41,-0.18,0.07,0.45
4.644895792,-0.47,-0.17,0.54,0.73
4.667499781,-0.52,-0.19,0.95,1.09
4.669114828,-0.51,-0.17,1.16,1.27
4.674267769,-0.56,-0.12,1.21,1.33
4.686989784,-0.72,-0.09,1.07,1.29
4.694561958,-0.85,-0.13,0.77,1.15
4.704939842,-0.95,-0.35,0.49,1.12
4.715508938,-1.14,-0.56,0.58,1.39
4.724457741,-1.42,-0.59,0.67,1.67
4.751049995,-1.5,-0.42,0.5,1.63
4.751623869,-1.47,-0.22,0.18,1.49
4.754349709,-1.53,0.04,-0.21,1.54
4.764543772,-1.55,0.24,-0.59,1.67
4.774571896,-1.49,0.28,-0.59,1.62
4.784514904,-1.36,0.28,-0.19,1.4
4.795264721,-1.2,0.25,0.34,1.27
4.805008888,-1.1,0.17,0.7,1.31
4.815720797,-0.99,0.15,0.73,1.23
4.824712753,-0.89,0.25,0.44,1.02
4.839412689,-0.94,0.47,0.04,1.05
4.845668793,-1.12,0.7,-0.11,1.32
4.867123842,-1.23,0.78,-0.04,1.45
4.869139671,-1.27,0.66,-0.03,1.43
4.875261784,-1.29,0.49,-0.11,1.38
4.885497808,-1.38,0.38,-0.17,1.44
4.895411968,-1.57,0.36,-0.36,1.65
4.905357838,-1.81,0.38,-0.5,1.91
4.915758848,-1.94,0.34,-0.63,2.06
4.925847769,-1.97,0.35,-0.73,2.12
4.939041853,-1.88,0.46,-0.73,2.06
4.945733786,-1.71,0.61,-0.66,1.93
4.968555927,-1.49,0.72,-0.57,1.75
4.970380783,-1.25,0.85,-0.47,1.58
4.975584984,-1.06,0.96,-0.46,1.5
4.985541821,-1,1.04,-0.38,1.49
4.995344877,-0.91,1.03,-0.25,1.39
5.005345821,-0.84,0.9,-0.08,1.23
5.017179966,-0.86,0.61,0.14,1.06
5.025878906,-0.9,0.31,0.26,0.98
5.037784815,-0.88,0.21,0.19,0.92
5.045933723,-0.96,0.31,0.05,1.01
5.065811872,-0.97,0.51,-0.12,1.1
5.06712985,-0.84,0.66,-0.28,1.1
5.075717926,-0.74,0.73,-0.4,1.11
5.086198807,-0.65,0.71,-0.3,1
5.096326828,-0.57,0.61,-0.18,0.85
5.106195927,-0.7,0.49,-0.16,0.86
5.116898775,-0.86,0.44,-0.16,0.97
5.126206875,-0.97,0.44,-0.18,1.08
5.138581753,-1,0.49,-0.24,1.13
5.146470785,-0.96,0.63,-0.34,1.19
5.164492846,-0.89,0.81,-0.27,1.23
5.16639781,-0.55,0.81,0.09,0.98
5.176181793,-0.31,0.66,0.17,0.74
5.186788797,-0.36,0.64,-0.02,0.73
5.196737766,-0.61,0.7,-0.25,0.96
5.206721783,-0.85,0.81,-0.38,1.23
5.217916965,-1.01,0.91,-0.35,1.4
5.227109909,-1.12,0.87,-0.31,1.45
5.23958087,-1.14,0.85,-0.3,1.45
5.247412682,-1.14,0.88,-0.33,1.47
5.269209862,-1.11,1,-0.47,1.56
5.27072978,-1.13,1.13,-0.68,1.73
5.277095795,-1.19,1.2,-0.86,1.89
5.287258863,-1.15,1.18,-0.75,1.81
5.297111988,-1.07,1.05,-0.43,1.55
5.307437897,-1.05,0.96,-0.1,1.42
5.318280697,-1.12,0.94,0.17,1.47
5.473739862,-1.19,1.05,0.29,1.61
5.475865841,-1.24,1.2,0.33,1.75
5.476380825,-1.22,1.35,0.22,1.83
5.476918697,-1.15,1.48,0.05,1.87
5.4774189,-0.99,1.55,0.08,1.84
5.477917671,-0.72,1.52,0.41,1.73
5.47840786,-0.52,1.42,0.78,1.7
5.47889185,-0.48,1.37,1.04,1.78
5.479373932,-0.55,1.31,1.19,1.85
5.479829788,-0.63,1.22,1.25,1.85
5.480308771,-0.65,1.14,1.24,1.8
5.48205781,-0.65,0.99,1.11,1.62
5.482594967,-0.6,0.82,0.94,1.38
5.483108997,-0.43,0.67,0.79,1.12
5.483605862,-0.22,0.55,0.64,0.87
5.48428297,-0.07,0.45,0.47,0.65
5.488349915,-0.01,0.39,0.3,0.49
5.497561932,0,0.32,0.16,0.35
5.507576942,-0.02,0.2,0.02,0.2
5.517605782,-0.07,0.02,-0.1,0.12
5.527629852,-0.14,-0.22,-0.12,0.28
5.539084911,-0.13,-0.51,-0.18,0.55
5.547709942,-0.08,-0.76,-0.19,0.78
5.562043667,0.02,-0.91,-0.19,0.92
5.568268776,0.08,-1.01,-0.33,1.06
5.578104973,0.06,-1.09,-0.51,1.2
5.588035822,0.02,-1.18,-0.7,1.37
5.598271847,-0.03,-1.24,-0.9,1.53
5.60816884,-0.11,-1.2,-0.91,1.51
5.618329763,-0.12,-1.12,-0.85,1.41
5.628466845,-0.05,-1.02,-0.87,1.34
5.639747858,0.11,-0.92,-0.93,1.31
5.648246765,0.41,-0.77,-1.1,1.4
5.658728838,0.69,-0.67,-1.22,1.55
5.668532848,0.76,-0.69,-1.11,1.51
5.678463936,0.67,-0.75,-0.76,1.26
5.688763857,0.69,-0.8,-0.36,1.11
5.698696852,0.77,-0.75,-0.03,1.07
5.708695889,0.9,-0.63,0.12,1.1
5.718877792,1.2,-0.43,-0.07,1.27
5.728751659,1.41,-0.46,-0.56,1.58
5.740015984,1.54,-0.56,-0.64,1.75
5.748664856,1.69,-0.62,-0.29,1.82
5.75950098,1.76,-0.8,0.06,1.93
5.768943787,1.53,-0.95,0.19,1.81
5.779116869,1.11,-0.73,0.07,1.33
5.789057732,0.51,-0.37,0.13,0.64
5.799255848,-0.01,-0.34,0.14,0.36
5.809357882,-0.06,-0.56,0.05,0.56
5.81918478,-0.1,-0.69,-0.17,0.71
5.829640865,-0.44,-0.57,-0.54,0.9
5.840441704,-0.58,-0.3,-0.62,0.9
5.849806786,-0.37,-0.23,-0.61,0.74
5.861576796,-0.06,-0.26,-0.6,0.65
5.869462967,0,-0.25,-0.39,0.46
5.879440784,-0.12,-0.18,-0.23,0.31
5.891050816,-0.27,-0.2,-0.08,0.34
5.900980949,-0.36,-0.08,0.02,0.36
5.911168814,-0.4,0.11,0.04,0.41
5.921100855,-0.21,0.4,-0.02,0.45
5.930957794,0.16,0.75,0.07,0.77
5.945403814,0.5,1.05,0.2,1.18
5.950852871,0.78,1.06,0.28,1.34
5.96137476,0.79,0.97,0.15,1.25
5.972509861,0.59,0.91,-0.17,1.09
5.980660915,0.4,0.8,-0.4,0.97
5.990218878,0.31,0.72,-0.57,0.96
6.000176907,0.27,0.65,-0.77,1.04
