time,ax,ay,az,atotal
230.4197659,-0.74,-0.96,-1.08,1.62
230.4199648,-0.89,-0.87,-1.07,1.64
230.4201627,-1,-0.85,-1.18,1.76
230.4203408,-1.11,-0.85,-1.34,1.93
230.4205389,-1.35,-0.84,-1.52,2.19
230.4207368,-1.59,-0.7,-1.63,2.38
230.4209328,-1.78,-0.44,-1.61,2.44
230.4211969,-1.86,-0.18,-1.46,2.37
230.421536,-1.93,0.07,-1.16,2.25
230.4218738,-2.09,0.15,-0.9,2.28
230.4229469,-2.22,0.14,-0.64,2.31
230.4232929,-2.26,0.08,-0.56,2.32
230.4235668,-2.17,0,-0.6,2.25
230.4237609,-2.13,-0.12,-0.84,2.29
230.4239507,-2.27,-0.21,-1.29,2.61
230.4241369,-2.22,-0.12,-1.7,2.79
230.4243207,-2.34,-0.07,-2.15,3.17
230.4245048,-2.38,-0.16,-2.41,3.39
230.4246948,-1.89,-0.15,-2.42,3.07
230.4248819,-1.21,-0.09,-2.13,2.45
230.4256177,-0.61,-0.08,-1.75,1.85
230.4258027,-0.24,0.13,-1.36,1.38
230.4259698,-0.24,0.46,-0.96,1.09
230.4261527,-0.35,0.77,-0.39,0.93
230.4263368,-0.25,1.09,0.21,1.13
230.4265409,-0.24,1.19,0.54,1.32
230.4268389,-0.09,0.99,0.63,1.17
230.427156,0.2,0.63,0.76,1
230.4273839,0.61,0.27,0.83,1.06
230.4275599,1.07,0.14,0.84,1.36
230.4282548,1.29,0.16,0.95,1.61
230.4284348,1.01,0.13,1.12,1.51
230.4286108,0.42,0.05,1.42,1.48
230.4287858,-0.2,0.26,1.9,1.92
230.4289598,-0.69,0.61,2.21,2.39
230.4291387,-1.12,0.89,2.19,2.61
230.4293208,-1.42,1.14,1.92,2.64
230.429493,-1.5,1.27,1.51,2.47
230.4296718,-1.42,1.19,0.98,2.09
230.4319677,-1.19,0.99,0.33,1.58
230.4326808,-0.86,0.6,-0.2,1.06
230.4329057,-0.5,0.12,-0.64,0.82
230.4331758,-0.1,-0.16,-0.95,0.96
230.4334469,0.12,-0.22,-1.15,1.17
230.4337158,-0.1,-0.19,-1.21,1.22
230.4339848,-0.64,-0.09,-0.99,1.18
230.4342546,-1.13,0.16,-0.62,1.29
230.4345238,-1.53,0.32,-0.36,1.6
230.4347939,-1.83,0.24,-0.22,1.85
230.4350629,-1.9,0.04,-0.12,1.9
230.4361079,-1.53,-0.07,-0.36,1.57
230.4363778,-0.97,-0.06,-0.92,1.33
230.4366469,-0.44,-0.03,-1.42,1.48
230.4369159,0.19,-0.05,-1.71,1.72
230.4371309,0.79,-0.25,-1.53,1.73
230.4373028,1.4,-0.45,-0.57,1.57
230.4374728,1.66,-0.55,0.34,1.78
230.4376228,1.49,-0.55,1.01,1.88
230.437789,1.22,-0.5,1.12,1.72
230.4379549,1.08,-0.32,0.82,1.39
230.4389729,0.76,-0.15,0.41,0.87
230.4392409,0.56,-0.2,0.21,0.63
230.4395099,0.65,-0.49,0.06,0.81
230.4397769,0.89,-0.85,-0.2,1.24
230.4400487,1.44,-1.03,-0.33,1.8
230.4403167,1.98,-0.87,-0.39,2.19
230.4405618,2.2,-0.62,-0.47,2.33
230.4408059,2.21,-0.42,-0.22,2.26
230.4410498,2.07,-0.31,0.16,2.09
230.4412689,1.88,-0.31,0.34,1.93
230.4420989,1.69,-0.26,0.3,1.73
230.4422717,1.58,-0.12,0.14,1.59
230.4424419,1.51,0,0.24,1.52
230.4426117,1.76,0.08,0.62,1.86
230.4427848,2.07,0.33,0.32,2.12
230.4429498,2.05,0.16,0.5,2.11
230.4431157,2.08,-0.25,0.55,2.16
230.4432917,1.91,-0.45,0.58,2.04
230.4435358,1.53,-0.47,0.8,1.78
230.4437547,1.29,-0.47,0.97,1.68
230.4447198,0.98,-0.43,0.95,1.43
230.4449649,0.73,-0.29,0.97,1.24
230.4452078,0.44,-0.08,1.02,1.11
230.4454508,0.31,0.15,1.03,1.08
230.4456949,0.29,0.21,1.14,1.19
230.4459128,0.17,0.21,1.25,1.27
230.4461308,0.18,0.21,1.32,1.34
230.4463587,0.27,0.24,1.37,1.41
230.448874,0.31,0.32,1.35,1.42
230.4491098,0.24,0.43,1.15,1.25
230.4499969,-0.08,0.4,0.82,0.91
230.4502258,-0.61,0.41,0.43,0.85
230.4504528,-0.9,0.73,0.13,1.16
230.4506798,-0.68,1.26,0.1,1.43
230.4509029,-0.4,1.4,0.19,1.46
230.4511378,-0.16,1.23,0.16,1.25
230.4513679,0.21,1.29,-0.07,1.3
230.4515929,0.05,1.48,-0.26,1.5
230.4518199,0.26,1.33,-0.82,1.58
230.4520488,0.24,1.16,-1.22,1.7
230.4528389,-0.27,1.34,-1.01,1.69
230.4530108,-1.05,1.23,-0.62,1.73
230.4531898,-1.98,0.95,-0.06,2.19
230.453393,-2.86,0.79,0.67,3.04
230.4536018,-3.31,0.38,1.27,3.56
230.453826,-3.18,-0.29,1,3.34
230.4539938,-2.91,-1.17,1.11,3.32
230.4541607,-1.76,-1.18,0.68,2.22
230.4543278,-0.98,-1.35,0.13,1.67
230.454495,-0.63,-1.66,-0.39,1.81
230.4552526,-0.36,-1.68,-0.69,1.85
230.4554639,0.09,-1.49,-0.81,1.69
230.4556746,0.32,-1.31,-0.77,1.55
230.4558849,0.27,-1.43,-1.01,1.77
230.4560938,0.85,-2.04,-2.16,3.09
230.4562898,1.41,-2.05,-2.42,3.47
230.4564867,1.35,-0.64,-2.2,2.65
230.4566889,-0.17,0.68,-1.59,1.73
230.4568849,-1.65,1.28,-1.41,2.51
230.4570818,-2.55,1.04,-1.3,3.04
230.4578009,-2.37,0.47,-1.04,2.63
230.4579709,-1.74,-0.28,-0.47,1.82
230.4581518,-0.96,-0.71,-0.32,1.23
230.4583468,-0.16,-1.04,-0.37,1.11
230.4585419,0.38,-1.3,-0.47,1.43
230.4587379,0.17,-1.43,-0.43,1.5
230.4589338,-0.53,-1.56,-0.37,1.68
230.4591298,-0.97,-1.42,-0.27,1.74
230.4593258,-0.86,-1.05,-0.23,1.37
230.4595218,-0.43,-0.73,-0.44,0.95
230.4602978,-0.21,-0.03,-0.68,0.71
230.460495,0.08,0.33,-1.06,1.11
230.460691,-0.15,0.91,-0.72,1.17
230.460887,-0.38,1.19,-0.11,1.25
230.4610808,-0.41,0.98,0.39,1.13
230.4612768,-0.22,0.91,0.79,1.22
230.4614718,0.01,1.16,1.26,1.71
230.4616659,0.09,1.48,1.46,2.08
230.4618597,0.32,1.93,1.54,2.48
230.4620578,0.66,2.37,1.62,2.94
230.4628377,0.96,2.53,1.5,3.09
230.4630108,1.21,2.33,1.24,2.9
230.4650769,1.35,2.25,0.94,2.78
230.4652677,1.43,2.28,0.67,2.77
230.4654527,1.59,2.41,0.78,2.99
230.4656358,1.67,2.51,0.97,3.16
230.4658189,1.57,2.35,1,2.99
230.4660008,1.46,1.87,0.86,2.52
230.466177,1.36,1.44,0.62,2.07
230.4663599,1.21,1.23,0.58,1.82
230.4670939,1.09,1.14,0.55,1.67
230.467268,0.94,1.12,0.61,1.58
230.4674559,0.49,1.1,0.85,1.47
230.4676299,-0.11,1.06,1.4,1.75
230.467804,-0.66,1.14,2.02,2.41
230.4679809,-1.14,1.31,2.27,2.85
230.468154,-1.53,1.38,2.04,2.89
230.4683309,-1.75,1.2,1.35,2.51
230.4685068,-1.82,1,0.42,2.11
230.4686809,-1.68,0.85,-0.48,1.94
230.469368,-1.38,0.71,-1.2,1.96
230.4695418,-0.97,0.39,-1.37,1.72
230.4697158,-0.46,0,-1.11,1.2
230.4698908,0,-0.43,-0.66,0.78
230.4701848,0.33,-0.97,-0.06,1.02
230.4704018,0.59,-1.6,0.69,1.83
230.470614,0.79,-2.33,1.07,2.68
230.4707959,0.89,-2.86,1.14,3.2
230.4709759,0.78,-3.13,1.01,3.38
230.4711599,0.68,-3.27,0.7,3.41
230.4718719,0.54,-3.24,0.36,3.3
230.4720497,0.33,-3.05,-0.07,3.06
230.4722228,0.1,-2.76,-0.61,2.82
230.4724107,-0.14,-2.44,-1.13,2.69
230.4725788,-0.38,-2.17,-1.55,2.69
230.4727619,-0.64,-1.73,-1.59,2.43
230.4729378,-0.72,-1.21,-1.34,1.94
230.4731119,-0.55,-0.74,-1.18,1.49
230.47329,-0.19,-0.29,-0.89,0.95
230.4734607,0.25,-0.06,-0.64,0.68
230.4741349,0.4,-0.16,-0.61,0.74
230.4743068,0.57,-0.36,-0.48,0.82
230.4744818,0.71,-0.58,-0.5,1.04
230.4746559,0.69,-0.8,-0.53,1.18
230.4748268,0.59,-1,-0.58,1.29
230.4749968,0.35,-1.19,-0.67,1.4
230.4751668,0.18,-1.22,-0.75,1.44
230.4753368,0.21,-0.91,-0.61,1.11
230.4755068,0.36,-0.72,-0.59,0.99
230.4756808,0.63,-0.44,-0.69,1.03
230.4763508,0.8,-0.02,-0.58,0.98
230.4765208,0.89,0.18,-0.46,1.01
230.4766898,0.91,0.42,-0.33,1.05
230.4768438,0.91,0.62,-0.14,1.11
230.4770129,0.94,0.65,0.05,1.14
230.4771819,0.97,0.49,0.22,1.1
230.4773588,1,0.42,0.49,1.19
230.4775348,0.98,0.54,0.8,1.37
230.4777038,1.04,0.65,0.99,1.57
230.4778767,1.11,0.79,1.04,1.71
230.478539,1.1,0.96,1.14,1.85
230.4787078,1.12,1.09,1.29,2.02
230.4788918,1.07,0.98,1.3,1.94
230.4790597,0.94,0.77,1.11,1.64
230.4792278,0.74,0.6,1,1.38
230.4793959,0.39,0.43,1.02,1.17
230.4795637,0.01,0.34,1.21,1.25
230.4797368,-0.24,0.28,1.26,1.31
230.4818959,-0.44,0.27,1.06,1.17
230.4820757,-0.71,0.56,0.94,1.3
230.4827828,-0.87,0.86,0.76,1.44
230.4829578,-0.64,1.08,0.67,1.42
230.4831309,-0.23,1.18,0.87,1.48
230.4833007,0.15,0.96,1.2,1.54
230.4834709,0.21,0.6,1.4,1.53
230.4836397,0.05,0.35,1.39,1.43
230.4838018,-0.32,0.55,1.29,1.43
230.4839768,-0.66,1.19,1.01,1.69
230.4841459,-0.58,1.58,0.52,1.76
230.4843209,-0.47,1.51,0.12,1.58
230.4849868,-0.4,1.28,-0.18,1.35
230.4851568,-0.15,1.13,-0.43,1.21
230.4853258,0.22,1,-0.59,1.18
230.4855068,0.37,0.66,-0.65,0.99
230.4856768,0.11,-0.09,-0.57,0.58
230.4858458,-0.15,-0.84,-0.47,0.97
230.4860268,-0.25,-1.4,-0.31,1.45
230.4861958,-0.42,-1.8,-0.23,1.86
230.4863648,-0.49,-2.07,-0.41,2.16
230.4865339,-0.43,-2.24,-0.69,2.38
230.487196,-0.24,-2.31,-0.99,2.52
230.4873667,-0.21,-2.18,-1.22,2.5
230.487536,-0.36,-1.89,-1.32,2.33
230.4877138,-0.66,-1.52,-1.45,2.2
230.487886,-0.89,-1.12,-1.69,2.21
230.4880557,-0.98,-0.63,-1.81,2.15
230.488225,-1.23,-0.23,-1.66,2.07
230.4883938,-1.52,0.13,-1.21,1.94
230.4885638,-1.58,0.41,-0.82,1.82
230.4887319,-1.42,0.53,-0.52,1.6
230.489409,-1.24,0.41,-0.3,1.34
230.4895477,-1.27,0.41,-0.3,1.36
230.4897289,-1.21,0.07,-0.21,1.23
230.4898839,-1.21,-0.34,-0.06,1.25
230.4900608,-1.12,-0.77,0.21,1.37
230.4902298,-1.03,-0.98,0.57,1.53
230.4904037,-1.06,-1.03,1.01,1.79
230.4905548,-1.2,-1.03,1.48,2.16
230.4907358,-1.33,-1.08,1.88,2.54
230.4909029,-1.3,-1.2,2.02,2.68
230.4915578,-1.2,-1.3,1.94,2.62
230.4917307,-1.08,-1.37,1.64,2.39
230.4919078,-0.87,-1.36,1.14,1.97
230.4920859,-0.63,-1.15,0.59,1.43
230.4922538,-0.43,-0.89,0.1,0.99
230.492435,-0.29,-0.7,-0.35,0.83
230.4926038,-0.28,-0.52,-0.85,1.03
230.4927797,-0.37,-0.36,-1.41,1.5
230.4929628,-0.63,-0.11,-1.74,1.85
230.4931307,-0.94,0,-1.72,1.96
230.493794,-1.02,-0.05,-1.37,1.7
230.4939659,-1,-0.01,-0.94,1.37
230.4941359,-0.86,0.07,-0.75,1.14
230.4943047,-0.62,0.13,-0.73,0.96
230.4944758,-0.51,0.22,-0.78,0.95
230.4946437,-0.64,0.57,-0.82,1.18
230.4948108,-0.9,0.98,-0.7,1.5
230.4949949,-1.16,1.19,-0.4,1.7
230.495163,-1.12,1.12,-0.09,1.58
230.4953308,-0.75,1.04,0.06,1.28
230.4959888,-0.44,1.12,0.19,1.21
230.4961567,-0.28,1.38,0.37,1.45
230.4963279,-0.17,1.62,0.62,1.74
230.498312,-0.15,1.73,1.06,2.03
230.4984879,-0.2,1.63,1.4,2.15
230.498652,-0.19,1.46,1.57,2.15
230.4988217,-0.06,1.41,1.65,2.17
230.498992,0.2,1.49,1.58,2.18
230.4991608,0.38,1.65,1.45,2.22
230.4993289,0.01,1.48,1.26,1.94
230.5000179,-0.25,1.21,1.32,1.8
230.5001879,-0.42,1.05,1.48,1.86
230.5003557,-0.45,1.01,1.68,2.01
230.5005269,-0.35,1.13,1.77,2.12
230.5006948,-0.21,1.33,1.57,2.06
230.5008638,-0.11,1.58,1.15,1.95
230.5010338,-0.16,1.56,0.55,1.66
230.5012028,-0.31,1.28,-0.19,1.33
230.5013719,-0.46,0.86,-0.9,1.32
230.5015397,-0.61,0.37,-1.46,1.62
230.5022168,-0.82,-0.25,-1.63,1.84
230.5023868,-0.71,-0.91,-1.38,1.79
230.5025558,-0.44,-1.52,-0.77,1.75
230.5027289,-0.09,-2,0.1,2
230.5028996,0.38,-2.24,1.01,2.48
230.5031567,0.88,-2.28,1.47,2.85
230.5033269,0.91,-2.48,1.59,3.08
230.5035157,0.58,-2.55,1.24,2.89
230.5036879,0.2,-2.32,0.68,2.42
230.50386,-0.25,-1.81,0.26,1.84
230.5045388,-0.77,-1.37,0.09,1.57
230.5047078,-1.22,-1.14,0.05,1.67
230.5048769,-1.49,-1.22,0.15,1.93
230.505044,-1.28,-1.36,0.3,1.89
230.5052118,-0.94,-1.4,0.62,1.79
230.5053797,-0.62,-1.34,0.86,1.7
230.5055299,-0.38,-1.32,0.86,1.62
230.5056999,-0.27,-1.27,0.59,1.42
230.5058517,-0.27,-1.26,0.12,1.29
230.5060198,-0.37,-1.34,-0.39,1.44
230.506701,-0.52,-1.24,-0.73,1.53
230.5068698,-0.79,-1.07,-0.95,1.63
230.5070379,-1.08,-0.95,-0.97,1.73
230.5072069,-1.22,-0.96,-0.87,1.77
230.5073678,-1.19,-1.07,-0.76,1.77
230.507566,-0.9,-0.96,-0.55,1.42
230.507741,-0.51,-0.67,-0.4,0.93
230.5079098,-0.17,-0.4,-0.52,0.67
230.5080779,-0.03,-0.17,-0.81,0.82
230.5082469,-0.15,0.04,-1.05,1.06
230.5088887,-0.48,0.2,-1.05,1.17
230.5090489,-0.9,0.2,-0.99,1.35
230.5092187,-1.23,0.04,-0.94,1.54
230.5093868,-1.46,-0.07,-0.88,1.7
230.5095549,-1.55,-0.04,-0.73,1.71
230.5097268,-1.66,0.16,-0.51,1.74
230.5098948,-1.73,0.36,-0.18,1.77
230.5100636,-1.65,0.42,0.06,1.7
230.5102308,-1.39,0.37,0.13,1.44
230.5103998,-1.05,0.43,0.11,1.13
230.511076,-0.78,0.67,0.26,1.06
230.5112429,-0.7,0.79,0.61,1.21
230.5114107,-0.67,0.56,0.72,1.13
230.5115788,-0.66,0.3,0.61,0.94
230.5117297,-0.71,0.3,0.36,0.85
230.5119069,-0.81,0.51,0.15,0.96
230.5120778,-0.86,0.73,-0.11,1.13
230.5122447,-0.87,0.79,-0.5,1.27
230.512414,-0.86,0.83,-0.9,1.49
230.51261,-0.89,0.88,-1.27,1.78
230.5151238,-0.91,0.98,-1.4,1.93
230.5153008,-0.96,1.08,-1.19,1.87
230.515461,-1,1.08,-0.61,1.59
230.515646,-0.94,0.89,0.1,1.29
230.5158148,-0.8,0.6,0.69,1.21
230.5159848,-0.49,0.25,1.05,1.18
230.5161538,-0.12,0.01,1.24,1.24
230.5163207,0.13,0.02,1.4,1.4
230.5165088,0.12,0.36,1.75,1.79
230.5166769,-0.06,0.93,1.88,2.09
230.517345,-0.06,1.25,1.58,2.01
230.5175478,-0.01,1.45,1.16,1.85
230.5177228,0.07,1.6,0.65,1.72
230.5178928,0.3,1.52,0.05,1.55
230.5180607,0.74,1.33,-0.25,1.54
230.5182288,1.2,1.11,-0.08,1.63
230.5183978,1.58,0.58,0.31,1.71
230.5185657,1.55,-0.29,0.9,1.81
230.5187449,1.09,-1.33,1.54,2.3
230.5189238,0.73,-2.09,1.93,2.93
230.5195799,0.53,-2.52,1.96,3.23
230.5197477,0.24,-2.82,1.51,3.2
230.5199168,-0.11,-2.91,0.75,3
230.5200849,-0.44,-2.73,-0.04,2.76
230.5202527,-0.56,-2.35,-0.75,2.52
230.5204239,-0.41,-1.61,-1.21,2.05
230.5205939,-0.06,-0.83,-1.55,1.75
230.5207629,0.39,-0.39,-1.75,1.83
230.5209308,0.82,-0.14,-1.73,1.91
230.5210989,1.24,-0.09,-1.51,1.95
230.52176,1.58,-0.16,-1.18,1.97
230.5219278,1.82,-0.29,-0.76,1.99
230.5220969,1.98,-0.24,-0.33,2.02
230.5222659,2.01,-0.18,0.03,2.01
230.5224328,1.89,-0.27,0.18,1.91
230.5226007,1.75,-0.47,0.09,1.81
230.5227757,1.57,-0.67,-0.07,1.7
230.5229588,1.4,-0.77,-0.2,1.61
230.5231299,1.24,-0.82,-0.24,1.5
230.5233006,1.07,-0.9,-0.15,1.4
230.5239677,0.79,-0.94,0.02,1.22
230.5241358,0.57,-0.83,0.26,1.03
230.5243039,0.56,-0.41,0.45,0.82
230.5244718,0.68,0.23,0.6,0.93
230.5246387,0.91,0.72,0.57,1.29
230.5248058,1.16,0.94,0.33,1.52
230.5249758,1.28,1.02,0.03,1.63
230.5251439,1.19,0.96,-0.27,1.55
230.5253129,1.1,0.9,-0.5,1.5
230.5254807,1,1.04,-0.65,1.58
230.5261397,0.96,1.24,-0.62,1.68
230.5263188,1.04,1.41,-0.46,1.81
230.5264707,1.21,1.41,-0.26,1.87
230.5266457,1.42,1.4,-0.11,1.99
230.5267959,1.54,1.4,0.05,2.08
230.5269659,1.49,1.38,0.04,2.03
230.5271339,1.25,1.36,-0.06,1.84
230.5273018,0.99,1.27,-0.16,1.61
230.5274708,0.79,1.17,-0.09,1.41
230.5276728,0.69,1.07,0.21,1.29
230.5283349,0.56,0.94,0.66,1.27
230.5285029,0.45,0.8,1.09,1.42
230.5286539,0.45,0.63,1.4,1.59
230.528821,0.67,0.5,1.55,1.76
230.5289927,0.89,0.44,1.57,1.85
230.5291729,1.03,0.4,1.56,1.91
230.5293427,0.91,0.3,1.43,1.72
230.529511,0.62,0.21,1.23,1.39
230.5296817,0.22,0.42,1.09,1.18
230.5315688,0.02,0.9,0.95,1.3
230.5322437,0.01,1.24,0.62,1.38
230.5324168,-0.07,1.29,0.18,1.3
230.5325859,-0.2,1.1,-0.3,1.15
230.5327559,-0.24,0.87,-0.51,1.03
230.5329337,-0.2,0.62,-0.48,0.8
230.5331118,0.13,0.03,-0.35,0.37
230.5332837,0.64,-0.76,-0.04,0.99
230.5334518,1.07,-1.53,0.41,1.91
230.5336208,1.26,-2.15,0.77,2.6
230.5337887,1.27,-2.5,0.9,2.94
230.5344589,1.14,-2.66,0.78,2.99
230.5346458,0.85,-2.8,0.48,2.96
230.5348158,0.45,-2.77,0.24,2.81
230.5349998,-0.07,-2.49,0.01,2.49
230.5351729,-0.61,-1.95,-0.28,2.06
230.5353417,-1.02,-1.53,-0.31,1.86
230.5355098,-1.11,-1.28,-0.3,1.72
230.5356798,-0.97,-1.11,-0.51,1.55
230.5358498,-0.8,-0.84,-0.84,1.43
230.5361328,-0.54,-0.68,-1.09,1.39
230.53684,-0.06,-0.72,-1.28,1.46
230.5370097,0.97,-0.47,-1.48,1.83
230.5371828,1.56,0.07,-1.03,1.87
230.5373518,1.15,0.03,-0.58,1.28
230.537519,0.33,-0.37,-0.34,0.6
230.5377107,-0.22,-0.67,-0.19,0.73
230.537879,-0.29,-0.74,-0.04,0.79
230.5380349,-0.29,-0.81,0.14,0.87
230.5381858,-0.29,-0.83,0.17,0.89
230.5383539,-0.24,-0.84,0.06,0.87
230.5390077,-0.22,-0.82,-0.04,0.84
230.5391827,-0.29,-0.72,-0.11,0.78
230.5393558,-0.19,-0.43,-0.23,0.52
230.5395389,0.06,0,-0.36,0.36
230.5397098,0.27,0.38,-0.41,0.62
230.5398769,0.37,0.63,-0.39,0.82
230.5400448,0.4,0.79,-0.38,0.96
230.5402117,0.37,0.93,-0.36,1.06
230.54038,0.32,0.96,-0.25,1.04
230.5405459,0.25,0.77,0.01,0.8
230.5412028,0.13,0.52,0.36,0.64
230.5413699,0.08,0.41,0.6,0.73
230.5415378,0.16,0.35,0.69,0.79
230.5417047,0.21,0.42,0.66,0.81
230.5418718,0.06,0.54,0.67,0.86
230.5420408,-0.14,0.58,0.71,0.92
230.5422068,-0.3,0.56,0.76,0.99
230.5423737,-0.42,0.54,0.78,1.03
230.542542,-0.49,0.56,0.75,1.05
230.5427248,-0.51,0.6,0.59,0.98
230.5434008,-0.56,0.72,0.51,1.04
230.5435767,-0.6,0.82,0.56,1.16
230.5437527,-0.38,0.77,0.61,1.05
230.543921,-0.17,0.78,0.89,1.19
230.5440969,-0.36,1.12,1.27,1.73
230.5442648,-0.72,1.58,1.36,2.2
230.5444379,-0.64,1.63,0.91,1.97
230.5446048,-0.46,1.53,0.19,1.6
230.5447717,-0.23,1.6,-0.6,1.72
230.5449479,0.07,1.7,-1.22,2.09
230.5456038,0.37,1.91,-1.51,2.46
230.5457718,0.69,1.87,-1.46,2.47
230.5459456,1.14,1.39,-1.02,2.06
230.5461159,1.46,0.67,-0.27,1.62
230.5462847,1.47,-0.14,0.38,1.52
230.5483658,1.13,-0.84,0.73,1.58
230.5485277,0.56,-1.43,0.73,1.7
230.5486999,-0.03,-1.99,0.41,2.03
230.5488708,-0.62,-2.42,-0.01,2.49
230.5490408,-1.22,-2.53,-0.42,2.84
230.5497108,-1.94,-2.32,-0.78,3.12
230.5498819,-2.61,-1.79,-1.07,3.34
230.5500517,-3.15,-1.05,-1.34,3.58
230.550221,-3.39,-0.37,-1.51,3.72
230.5503898,-3.1,-0.01,-1.57,3.47
230.5505588,-2.45,0.11,-1.45,2.84
230.5507278,-1.7,0.16,-1.08,2.02
230.5508966,-0.99,0.21,-0.48,1.12
230.5510828,-0.38,0.25,0.23,0.5
230.55125,0.17,0,0.77,0.78
230.5519068,0.51,-0.5,1,1.22
230.5520759,0.54,-0.91,1.02,1.46
230.5522447,0.37,-1.18,0.89,1.52
230.5524287,0.18,-1.37,0.68,1.54
230.5526128,-0.01,-1.46,0.39,1.51
230.5527809,-0.22,-1.44,0.1,1.46
230.5529568,-0.39,-1.35,-0.11,1.4
230.5531249,-0.48,-1.19,-0.19,1.29
230.5533068,-0.43,-0.96,-0.15,1.06
230.5534778,-0.29,-0.68,-0.08,0.74
230.554142,-0.2,-0.39,0,0.43
230.5543098,-0.1,-0.14,0.1,0.19
230.5544767,0.05,0.05,0.16,0.17
230.5546458,0.11,0.21,0.13,0.27
230.5548158,0.04,0.35,0.03,0.35
230.5549839,0.03,0.49,-0.05,0.49
230.5551519,0.01,0.68,-0.14,0.69
230.5553207,-0.04,0.91,-0.16,0.92
230.5554888,0.03,1.17,-0.06,1.17
230.5556827,0.2,1.42,0.17,1.44
230.556355,0.39,1.53,0.31,1.6
230.5565219,0.56,1.54,0.35,1.67
230.5566969,0.75,1.53,0.46,1.76
230.5568647,0.9,1.49,0.73,1.88
230.5570359,1.04,1.42,1.14,2.09
230.5572138,1.11,1.26,1.59,2.31
230.5573897,1.09,1.08,1.93,2.46
230.5575638,0.93,0.93,2.25,2.6
230.5577488,0.66,0.9,2.53,2.76
230.5579157,0.35,1.07,2.62,2.85
230.5585699,0.24,1.15,2.33,2.6
230.5587368,0.5,0.87,1.68,1.95
230.5589037,0.73,0.57,0.9,1.29
230.5590708,0.64,0.6,0.24,0.9
230.5592468,0.38,0.78,-0.17,0.88
230.5594149,0.25,0.75,-0.35,0.86
230.5595818,0.36,0.26,-0.27,0.51
230.5597599,0.69,-0.49,0.02,0.84
230.559927,1,-1.12,0.43,1.56
230.5600939,1.21,-1.6,0.8,2.15
230.5607519,1.22,-1.88,1.02,2.46
230.5609329,1.02,-2.02,1.01,2.47
230.5610998,0.84,-2.15,0.78,2.43
230.5612729,0.8,-2.18,0.45,2.36
230.56144,0.78,-2.04,0.07,2.18
230.5616078,0.77,-1.74,-0.35,1.93
230.5617747,0.72,-1.37,-0.72,1.7
230.5619419,0.63,-0.9,-0.94,1.44
