time,ax,ay,az,atotal
0.00851130485534668,0.18,-0.14,0.02,0.22
0.01855635643005371,0.25,-0.06,0.01,0.25
0.028499364852905273,0.24,0.02,-0.06,0.24
0.03905940055847168,0.21,0.01,-0.11,0.23
0.04894423484802246,0.17,-0.09,-0.12,0.22
0.06346440315246582,0.13,-0.15,-0.09,0.21
0.07751941680908203,0.09,-0.13,-0.07,0.17
0.07890534400939941,0.09,-0.09,-0.07,0.14
0.08909344673156738,0.05,-0.06,-0.08,0.11
0.09897136688232422,0.02,-0.02,-0.03,0.04
0.10925126075744629,0.0,0.02,0.04,0.04
0.11944437026977539,0.01,0.03,0.07,0.07
0.12966656684875488,0.0,0.06,0.06,0.08
0.13979554176330566,-0.06,0.1,0.11,0.16
0.15012335777282715,-0.1,0.08,0.11,0.16
0.16694140434265137,-0.12,0.02,0.06,0.13
0.18119454383850098,-0.14,-0.01,0.0,0.14
0.18287158012390137,-0.14,0.0,-0.1,0.17
0.1896054744720459,-0.15,0.0,-0.18,0.23
0.19970345497131348,-0.15,0.03,-0.14,0.2
0.21011137962341309,-0.12,0.01,-0.05,0.13
0.22041630744934082,-0.06,-0.02,-0.04,0.07
0.23021745681762695,0.01,-0.02,-0.06,0.06
0.2405533790588379,0.11,0.02,-0.11,0.15
0.25254034996032715,0.16,0.05,-0.19,0.25
0.28351855278015137,0.14,0.05,-0.16,0.21
0.28493523597717285,0.06,-0.01,-0.03,0.06
0.2863314151763916,-0.01,-0.09,0.06,0.1
0.2903282642364502,0.0,-0.12,0.14,0.18
0.30133557319641113,0.02,-0.09,0.11,0.14
0.31062841415405273,0.06,-0.04,0.02,0.07
0.32103943824768066,0.07,0.0,-0.03,0.07
0.3311192989349365,0.04,0.03,-0.01,0.05
0.34108424186706543,-0.02,0.03,-0.01,0.03
0.35170435905456543,-0.09,0.05,0.0,0.1
0.36559033393859863,-0.11,0.06,-0.01,0.12
0.3813445568084717,-0.09,0.03,-0.05,0.1
0.3829495906829834,-0.07,0.0,-0.06,0.09
0.39102935791015625,-0.03,-0.01,-0.07,0.07
0.4013533592224121,-0.01,-0.01,-0.05,0.05
